areaType,areaName,areaCode,dateyear,dailytotalvaccinationgiven,newPeopleVaccinatedFirstDose,newPeopleVaccinatedSecondDose,newPeopleVaccinatedThirdInjection
nation,Wales,W92000004,23/01/2021,24038,23991,47,
nation,Wales,W92000004,22/01/2021,28284,28230,54,
nation,Wales,W92000004,21/01/2021,21901,21882,19,
nation,Wales,W92000004,20/01/2021,14645,14619,26,
nation,Wales,W92000004,19/01/2021,13989,13884,105,
nation,Wales,W92000004,18/01/2021,10259,10195,64,
nation,Wales,W92000004,17/01/2021,25434,25362,72,
nation,Wales,W92000004,16/01/2021,0,0,0,
nation,Wales,W92000004,15/01/2021,0,0,0,
nation,Wales,W92000004,14/01/2021,13410,13402,8,
nation,Wales,W92000004,13/01/2021,11615,11602,13,
nation,Wales,W92000004,12/01/2021,10143,10132,11,
nation,Wales,W92000004,11/01/2021,5218,5200,18,
nation,Wales,W92000004,10/01/2021,,,,
